address,addressPointId,apn,apnStatus,leafTractNumber,allContainingTractIds,streetNameNormalized,neighborhood,village,matchStatus,sourceIds
11 CHARDONNAY DR,52065791,,NOT_IN_REPOSITORY - request APN from County; do not infer,16237,LH-TRACT-16237;LH-TRACT-16234,CHARDONNAY DR,Lexington 1,Flintridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 HALLCREST DR,87029582,,NOT_IN_REPOSITORY - request APN from County; do not infer,16246,LH-TRACT-16246;LH-TRACT-16235,HALLCREST DR,Tamarind 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
28 HALLCREST DR,87029591,,NOT_IN_REPOSITORY - request APN from County; do not infer,16246,LH-TRACT-16246;LH-TRACT-16235,HALLCREST DR,Tamarind 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
46 HALLCREST DR,87029599,,NOT_IN_REPOSITORY - request APN from County; do not infer,16246,LH-TRACT-16246;LH-TRACT-16235,HALLCREST DR,Tamarind 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
29 HALLCREST DR,87029602,,NOT_IN_REPOSITORY - request APN from County; do not infer,16246,LH-TRACT-16246;LH-TRACT-16235,HALLCREST DR,Tamarind 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
23 HALLCREST DR,87029605,,NOT_IN_REPOSITORY - request APN from County; do not infer,16246,LH-TRACT-16246;LH-TRACT-16235,HALLCREST DR,Tamarind 1,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 EVERGREEN RD,87029997,,NOT_IN_REPOSITORY - request APN from County; do not infer,16249,LH-TRACT-16249;LH-TRACT-16203,EVERGREEN RD,Surrey Farms 1,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 EVERGREEN RD,87030000,,NOT_IN_REPOSITORY - request APN from County; do not infer,16249,LH-TRACT-16249;LH-TRACT-16203,EVERGREEN RD,Surrey Farms 1,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 SNOW BUSH ST,87030325,,NOT_IN_REPOSITORY - request APN from County; do not infer,16346,LH-TRACT-16346;LH-TRACT-16341,SNOW BUSH ST,Evergreen 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 MOCHA LN,87030473,,NOT_IN_REPOSITORY - request APN from County; do not infer,16349,LH-TRACT-16349;LH-TRACT-16341,MOCHA LN,Mosaic 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 SUGARCANE LN,87030493,,NOT_IN_REPOSITORY - request APN from County; do not infer,16349,LH-TRACT-16349;LH-TRACT-16341,SUGARCANE LN,Mosaic 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 ILLUMINATA LN,87030666,,NOT_IN_REPOSITORY - request APN from County; do not infer,16354,LH-TRACT-16354;LH-TRACT-16271,ILLUMINATA LN,Sedona 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 MELODY LN,87030768,,NOT_IN_REPOSITORY - request APN from County; do not infer,16355,LH-TRACT-16355;LH-TRACT-16271,MELODY LN,Mosaic 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 STAVELEY CT,87030822,,NOT_IN_REPOSITORY - request APN from County; do not infer,16348,LH-TRACT-16348;LH-TRACT-16341,STAVELEY CT,Arborage 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
15 NATURAL CT,87030843,,NOT_IN_REPOSITORY - request APN from County; do not infer,16348,LH-TRACT-16348;LH-TRACT-16341,NATURAL CT,Arborage 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 LENNOX CT,87031003,,NOT_IN_REPOSITORY - request APN from County; do not infer,16386,LH-TRACT-16386;LH-TRACT-15987,LENNOX CT,Alisal,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 JOHN ST,87031047,,NOT_IN_REPOSITORY - request APN from County; do not infer,16472,LH-TRACT-16472,JOHN ST,Segovia,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 SWEET PEA ST,87033565,,NOT_IN_REPOSITORY - request APN from County; do not infer,16103,LH-TRACT-16103;LH-TRACT-16155,SWEET PEA ST,Canopy Lane 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 ARDENNES DR,87034302,,NOT_IN_REPOSITORY - request APN from County; do not infer,16241,LH-TRACT-16241;LH-TRACT-16234,ARDENNES DR,Lexington 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 ARDENNES DR,87034305,,NOT_IN_REPOSITORY - request APN from County; do not infer,16241,LH-TRACT-16241;LH-TRACT-16234,ARDENNES DR,Lexington 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
109 ORANGE BLOSSOM CIR,87078975,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
103 ORANGE BLOSSOM CIR,87078978,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
75 ORANGE BLOSSOM CIR,87078999,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
63 ORANGE BLOSSOM CIR,87079002,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 ORANGE BLOSSOM CIR,87079010,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 ORANGE BLOSSOM CIR,87079019,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,ORANGE BLOSSOM CIR,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 AZARA LN,87079100,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,AZARA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 AZARA LN,87079103,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,AZARA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
2 BAYLEY ST,87079304,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,BAYLEY ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
24 BAYLEY ST,87079310,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,BAYLEY ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
43 BAYLEY ST,87079341,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,BAYLEY ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
37 BAYLEY ST,87079344,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,BAYLEY ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
23 BAYLEY ST,87079347,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,BAYLEY ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 DUXBURY ST,87079364,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,DUXBURY ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 NORFOLK ST,87080153,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,NORFOLK ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 NORFOLK ST,87080159,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,NORFOLK ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 UNION ST,87080162,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,UNION ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
1 GRANVILLE ST,87080171,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,GRANVILLE ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
22 ALBANY ST,87080183,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,ALBANY ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 GRANVILLE ST,87080200,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,GRANVILLE ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
42 ALBANY ST,87080205,,NOT_IN_REPOSITORY - request APN from County; do not infer,15887,LH-TRACT-15887;LH-TRACT-15884,ALBANY ST,Aldenhouse,Township,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
43 WALBERT LN,87080225,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,WALBERT LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
37 WALBERT LN,87080228,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,WALBERT LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 ARYSHIRE LN,87080276,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,ARYSHIRE LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
12 ARYSHIRE LN,87080279,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,ARYSHIRE LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
33 ARYSHIRE LN,87080298,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,ARYSHIRE LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
54 GLENALMOND LN,87080307,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,GLENALMOND LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
47 GLENALMOND LN,87080315,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,GLENALMOND LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
41 GLENALMOND LN,87080318,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,GLENALMOND LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
32 GLENALMOND LN,87080327,,NOT_IN_REPOSITORY - request APN from County; do not infer,16234,LH-TRACT-16234,GLENALMOND LN,Atherton Glen,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 WHITWORTH ST,87080760,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,WHITWORTH ST,Greenbriar,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
39 GAZANIA WAY,87080904,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,GAZANIA WAY,Berkshire,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 DIETES CT,87080989,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,DIETES CT,Berkshire,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 DIETES CT,87080992,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,DIETES CT,Berkshire,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
29 DIETES CT,87080995,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,DIETES CT,Berkshire,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
9 STRAWFLOWER ST,87081013,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 COPIOUS LN,87030644,,NOT_IN_REPOSITORY - request APN from County; do not infer,16354,LH-TRACT-16354;LH-TRACT-16271,COPIOUS LN,Sedona 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 COPIOUS LN,87030650,,NOT_IN_REPOSITORY - request APN from County; do not infer,16354,LH-TRACT-16354;LH-TRACT-16271,COPIOUS LN,Sedona 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 COPIOUS LN,87030653,,NOT_IN_REPOSITORY - request APN from County; do not infer,16354,LH-TRACT-16354;LH-TRACT-16271,COPIOUS LN,Sedona 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 CAYTON CT,87030857,,NOT_IN_REPOSITORY - request APN from County; do not infer,16348,LH-TRACT-16348;LH-TRACT-16341,CAYTON CT,Arborage 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
21 KELFIELD DR,87030878,,NOT_IN_REPOSITORY - request APN from County; do not infer,16348,LH-TRACT-16348;LH-TRACT-16341,KELFIELD DR,Arborage 1,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
4 CONSERVATORY DR,87030925,,NOT_IN_REPOSITORY - request APN from County; do not infer,16352,LH-TRACT-16352;LH-TRACT-16271,CONSERVATORY DR,Arborage 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
14 HAMPSHIRE CT,87030986,,NOT_IN_REPOSITORY - request APN from County; do not infer,16385,LH-TRACT-16385;LH-TRACT-15987,HAMPSHIRE CT,Alisal,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
20 MICHAEL RD,87031067,,NOT_IN_REPOSITORY - request APN from County; do not infer,16473,LH-TRACT-16473,MICHAEL RD,Montanez,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
10 KANE LN,87031071,,NOT_IN_REPOSITORY - request APN from County; do not infer,16394,LH-TRACT-16394;LH-TRACT-15986,KANE LN,Bellataire 1,Covenant Hills,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
6 BROOKWOOD ST,87033590,,NOT_IN_REPOSITORY - request APN from County; do not infer,16103,LH-TRACT-16103;LH-TRACT-16155,BROOKWOOD ST,Canopy Lane 1,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
16 FALABELLA DR,87034322,,NOT_IN_REPOSITORY - request APN from County; do not infer,16241,LH-TRACT-16241;LH-TRACT-16234,FALABELLA DR,Lexington 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
22 FALABELLA DR,87034325,,NOT_IN_REPOSITORY - request APN from County; do not infer,16241,LH-TRACT-16241;LH-TRACT-16234,FALABELLA DR,Lexington 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
28 FALABELLA DR,87034328,,NOT_IN_REPOSITORY - request APN from County; do not infer,16241,LH-TRACT-16241;LH-TRACT-16234,FALABELLA DR,Lexington 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 FALABELLA DR,87034338,,NOT_IN_REPOSITORY - request APN from County; do not infer,16241,LH-TRACT-16241;LH-TRACT-16234,FALABELLA DR,Lexington 2,Echo Ridge,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
45 PASSAFLORA LN,87079069,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,PASSAFLORA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
27 PASSAFLORA LN,87079072,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,PASSAFLORA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
34 PASSAFLORA LN,87079080,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,PASSAFLORA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
28 PASSAFLORA LN,87079083,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,PASSAFLORA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
8 PASSAFLORA LN,87079092,,NOT_IN_REPOSITORY - request APN from County; do not infer,16341,LH-TRACT-16341,PASSAFLORA LN,Branches,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
7 HERRICK ST,87079385,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,HERRICK ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
3 LYNDE ST,87079395,,NOT_IN_REPOSITORY - request APN from County; do not infer,16203,LH-TRACT-16203,LYNDE ST,Davenport,Wycliffe,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
23 RINEHART RD,87080059,,NOT_IN_REPOSITORY - request APN from County; do not infer,16271,LH-TRACT-16271,RINEHART RD,Tarleton 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
14 RINEHART RD,87080062,,NOT_IN_REPOSITORY - request APN from County; do not infer,16271,LH-TRACT-16271,RINEHART RD,Tarleton 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
37 RINEHART RD,87080081,,NOT_IN_REPOSITORY - request APN from County; do not infer,16271,LH-TRACT-16271,RINEHART RD,Tarleton 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
27 RINEHART RD,87080085,,NOT_IN_REPOSITORY - request APN from County; do not infer,16271,LH-TRACT-16271,RINEHART RD,Tarleton 2,Terramor,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
5 HARWICK CT,87081169,,NOT_IN_REPOSITORY - request APN from County; do not infer,15615,LH-TRACT-15615,HARWICK CT,Sycamore Grove,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
50 HARWICK CT,87081195,,NOT_IN_REPOSITORY - request APN from County; do not infer,15615,LH-TRACT-15615,HARWICK CT,Sycamore Grove,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
17 IRON HORSE TRL,87081275,,NOT_IN_REPOSITORY - request APN from County; do not infer,15630,LH-TRACT-15630;LH-TRACT-15615,IRON HORSE TRL,The Trails,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
32 IRON HORSE TRL,87081281,,NOT_IN_REPOSITORY - request APN from County; do not infer,15630,LH-TRACT-15630;LH-TRACT-15615,IRON HORSE TRL,The Trails,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
47 IRON HORSE TRL,87081301,,NOT_IN_REPOSITORY - request APN from County; do not infer,15630,LH-TRACT-15630;LH-TRACT-15615,IRON HORSE TRL,The Trails,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
55 IRON HORSE TRL,87081304,,NOT_IN_REPOSITORY - request APN from County; do not infer,15630,LH-TRACT-15630;LH-TRACT-15615,IRON HORSE TRL,The Trails,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
38 IRON HORSE TRL,87081326,,NOT_IN_REPOSITORY - request APN from County; do not infer,15630,LH-TRACT-15630;LH-TRACT-15615,IRON HORSE TRL,The Trails,Oak Knoll,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
19 STRAWFLOWER ST,87081016,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
61 STRAWFLOWER ST,87081037,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
67 STRAWFLOWER ST,87081040,,NOT_IN_REPOSITORY - request APN from County; do not infer,16157,LH-TRACT-16157,STRAWFLOWER ST,Charleston Place,Avendale,exact_directory_match,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS
