address,addressPointId,allContainingTractIds,leafTractId,matchStatus,neighborhood,sourceIds,streetNameNormalized,village
53 QUARTZ LN    ,87086544,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Sutters Mill,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,QUARTZ LN,Terramor
49 QUARTZ LN    ,87086546,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Sutters Mill,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,QUARTZ LN,Terramor
17 QUARTZ LN    ,87086551,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Sutters Mill,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,QUARTZ LN,Terramor
15 HARWICK CT    ,87203679,LH-TRACT-15615,LH-TRACT-15615,exact_directory_match,Sycamore Grove,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,HARWICK CT,Oak Knoll
21 ALCOTT ST    ,87203784,LH-TRACT-16347;LH-TRACT-16341,LH-TRACT-16347,exact_directory_match,Walden Park 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ALCOTT ST,Terramor
56 TARLETON LN    ,87203873,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Tarleton 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TARLETON LN,Terramor
47 HARWICK CT    ,87204121,LH-TRACT-15615,LH-TRACT-15615,exact_directory_match,Sycamore Grove,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,HARWICK CT,Oak Knoll
75 GARRISON LOOP    ,87204453,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARRISON LOOP,Bridgepark
39 PASSAFLORA LN    ,87204636,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Branches,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PASSAFLORA LN,Terramor
16 GARRISON LOOP    ,87205086,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARRISON LOOP,Bridgepark
68 IRON HORSE TRL    ,87205192,LH-TRACT-15630;LH-TRACT-15615,LH-TRACT-15630,exact_directory_match,The Trails,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,IRON HORSE TRL,Oak Knoll
66 IRON HORSE TRL    ,87205502,LH-TRACT-15630;LH-TRACT-15615,LH-TRACT-15630,exact_directory_match,The Trails,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,IRON HORSE TRL,Oak Knoll
25 TARLETON LN    ,87205510,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Tarleton 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,TARLETON LN,Terramor
31 GARRISON LOOP    ,87205529,LH-TRACT-15827,LH-TRACT-15827,exact_directory_match,Chambray,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARRISON LOOP,Bridgepark
76 MERCANTILE WAY  UNIT  405,91407582,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  408,91407585,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  410,91407587,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  411,91407588,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  413,91407590,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  414,91407591,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  416,91407593,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  417,91407594,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  419,91407596,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  502,91407599,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  504,91407601,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  505,91407602,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  508,91407605,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  510,91407607,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  511,91407608,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  513,91407610,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  514,91407611,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  515,91407612,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  516,91407613,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  517,91407614,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  519,91407616,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  603,91407619,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  606,91407622,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  608,91407624,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  609,91407625,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  611,91407627,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  612,91407628,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  614,91407630,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  615,91407631,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  617,91407633,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  618,91407634,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  620,91407636,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  703,91407639,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  706,91407642,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  708,91407644,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  709,91407645,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  714,91407650,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  715,91407651,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  717,91407653,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  718,91407654,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  720,91407656,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  721,91407657,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  802,91407659,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  805,91407662,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  807,91407664,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  808,91407665,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  810,91407667,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  811,91407668,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  813,91407670,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  816,91407673,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  817,91407674,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  819,91407676,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  820,91407677,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  902,91407679,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  905,91407682,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  908,91407685,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  910,91407687,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  911,91407688,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  913,91407690,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  916,91407693,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  917,91407694,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  918,91407695,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  919,91407696,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  920,91407697,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  922,91407699,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
76 MERCANTILE WAY  UNIT  925,91407702,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,The Gables 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MERCANTILE WAY,Township
57 THREE VINES CT    ,87080807,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
45 THREE VINES CT    ,87080809,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
39 THREE VINES CT    ,87080811,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
50 THREE VINES CT    ,87080814,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
40 THREE VINES CT    ,87080817,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
46 THREE VINES CT    ,87080819,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
44 THREE VINES CT    ,87080820,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
35 THREE VINES CT    ,87080822,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
37 THREE VINES CT    ,87080823,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
29 THREE VINES CT    ,87080825,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
31 THREE VINES CT    ,87080826,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
19 THREE VINES CT    ,87080828,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
21 THREE VINES CT    ,87080829,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
17 THREE VINES CT    ,87080832,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
1 THREE VINES CT    ,87080835,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
32 THREE VINES CT    ,87080838,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
26 THREE VINES CT    ,87080841,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
34 THREE VINES CT    ,87080843,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
14 THREE VINES CT    ,87080844,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
20 THREE VINES CT    ,87080846,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
4 THREE VINES CT    ,87080849,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
2 THREE VINES CT    ,87080850,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
10 THREE VINES CT    ,87080851,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
8 THREE VINES CT    ,87080852,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
