address,addressPointId,allContainingTractIds,leafTractId,matchStatus,neighborhood,sourceIds,streetNameNormalized,village
26 SKLAR ST    ,52065070,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SKLAR ST,Avendale
60 AMY WAY    ,52065084,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
66 AMY WAY    ,52065087,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
72 AMY WAY    ,52065090,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
50 AMY WAY    ,52065092,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
52 AMY WAY    ,52065093,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
42 AMY WAY    ,52065099,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
18 AMY WAY    ,52065104,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
4 AMY WAY    ,52065107,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
10 AMY WAY    ,52065110,LH-TRACT-16105;LH-TRACT-16155,LH-TRACT-16105,exact_directory_match,Savannah,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMY WAY,Avendale
215 SKLAR ST    ,52065147,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SKLAR ST,Avendale
221 SKLAR ST    ,52065150,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SKLAR ST,Avendale
227 SKLAR ST    ,52065153,LH-TRACT-16126;LH-TRACT-16156,LH-TRACT-16126,exact_directory_match,Astoria 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SKLAR ST,Avendale
64 VALMONT WAY    ,87085840,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
81 VALMONT WAY    ,87085854,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
75 VALMONT WAY    ,87085857,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
38 VALMONT WAY    ,87085874,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
32 VALMONT WAY    ,87085877,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
16 VALMONT WAY    ,87085900,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
8 GLOXINIA ST    ,87086214,LH-TRACT-16155,LH-TRACT-16155,exact_directory_match,St. Mays Road,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GLOXINIA ST,Avendale
115 AVENDALE BLVD    ,87086236,LH-TRACT-16155,LH-TRACT-16155,exact_directory_match,St. Mays Road,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AVENDALE BLVD,Avendale
105 AVENDALE BLVD    ,87086239,LH-TRACT-16155,LH-TRACT-16155,exact_directory_match,St. Mays Road,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AVENDALE BLVD,Avendale
3 CLIFTON DR    ,87086448,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Briar Rose 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLIFTON DR,Terramor
54 HALF MOON TRL    ,87203844,LH-TRACT-15630;LH-TRACT-15615,LH-TRACT-15630,exact_directory_match,The Trails,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,HALF MOON TRL,Oak Knoll
11 CLIFTON DR    ,87204177,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Briar Rose 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLIFTON DR,Terramor
15 FAIRHAVEN RD    ,87205597,LH-TRACT-16347;LH-TRACT-16341,LH-TRACT-16347,exact_directory_match,Walden Park 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,FAIRHAVEN RD,Terramor
29001 SIENNA PKWY    ,87205682,LH-TRACT-15884,LH-TRACT-15884,exact_directory_match,Front Street,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SIENNA PKWY,Avendale
59 WILDFLOWER PL    ,91801425,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Charleston Place,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WILDFLOWER PL,Avendale
63 WILDFLOWER PL    ,91801428,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Charleston Place,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WILDFLOWER PL,Avendale
75 WILDFLOWER PL    ,91801431,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Charleston Place,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WILDFLOWER PL,Avendale
33 WILDFLOWER PL    ,91803370,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Charleston Place,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WILDFLOWER PL,Avendale
37 WILDFLOWER PL    ,91803607,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Charleston Place,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WILDFLOWER PL,Avendale
8 GARDENIA ST    ,92697402,LH-TRACT-16346;LH-TRACT-16341,LH-TRACT-16346,exact_directory_match,Evergreen 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARDENIA ST,Terramor
2 GARDENIA ST    ,92697405,LH-TRACT-16346;LH-TRACT-16341,LH-TRACT-16346,exact_directory_match,Evergreen 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,GARDENIA ST,Terramor
56 BEDSTRAW LOOP    ,92697474,LH-TRACT-16350;LH-TRACT-16341,LH-TRACT-16350,exact_directory_match,Claiborne 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BEDSTRAW LOOP,Terramor
7 ANAPAMU ST    ,92697617,LH-TRACT-16391;LH-TRACT-15986,LH-TRACT-16391,exact_directory_match,Arboledo,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ANAPAMU ST,Covenant Hills
1 ANAPAMU ST    ,92697620,LH-TRACT-16391;LH-TRACT-15986,LH-TRACT-16391,exact_directory_match,Arboledo,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ANAPAMU ST,Covenant Hills
21 ANAPAMU ST    ,92697623,LH-TRACT-16391;LH-TRACT-15986,LH-TRACT-16391,exact_directory_match,Arboledo,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ANAPAMU ST,Covenant Hills
25 ALI LN    ,92697701,LH-TRACT-16667;LH-TRACT-15986,LH-TRACT-16667,exact_directory_match,Arboledo,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ALI LN,Covenant Hills
19 ALI LN    ,92697704,LH-TRACT-16667;LH-TRACT-15986,LH-TRACT-16667,exact_directory_match,Arboledo,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ALI LN,Covenant Hills
10 STARLIGHT ISLE    ,92697899,LH-TRACT-16390;LH-TRACT-15987,LH-TRACT-16390,exact_directory_match,Skye Isle 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,STARLIGHT ISLE,Covenant Hills
3 STARLIGHT ISLE    ,92697902,LH-TRACT-16390;LH-TRACT-15987,LH-TRACT-16390,exact_directory_match,Skye Isle 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,STARLIGHT ISLE,Covenant Hills
18 STARLIGHT ISLE    ,92697910,LH-TRACT-16390;LH-TRACT-15987,LH-TRACT-16390,exact_directory_match,Skye Isle 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,STARLIGHT ISLE,Covenant Hills
15 FOX HOLE RD    ,92697930,LH-TRACT-15985,LH-TRACT-15985,exact_directory_match,CH Custom,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,FOX HOLE RD,Covenant Hills
3 SAN LUIS OBISPO ST    ,92697943,LH-TRACT-15985,LH-TRACT-15985,exact_directory_match,San Donato,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SAN LUIS OBISPO ST,Covenant Hills
11 SAN LUIS OBISPO ST    ,92697946,LH-TRACT-15985,LH-TRACT-15985,exact_directory_match,San Donato,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SAN LUIS OBISPO ST,Covenant Hills
5 SANDALO CT    ,92697954,LH-TRACT-16687;LH-TRACT-15988,LH-TRACT-16687,exact_directory_match,Las Piedras,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SANDALO CT,Covenant Hills
17 SANDALO CT    ,92697957,LH-TRACT-16687;LH-TRACT-15988,LH-TRACT-16687,exact_directory_match,Las Piedras,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SANDALO CT,Covenant Hills
1 COLUMNAR ST    ,92697966,LH-TRACT-15988,LH-TRACT-15988,exact_directory_match,CH Custom,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,COLUMNAR ST,Covenant Hills
24 PISANO ST    ,92698116,LH-TRACT-15989,LH-TRACT-15989,exact_directory_match,Capistrano,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PISANO ST,Covenant Hills
6 OVERLOOK DR    ,92698154,LH-TRACT-16586,LH-TRACT-16586,exact_directory_match,CH Custom,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,OVERLOOK DR,Covenant Hills
5 STOCKMEN RD    ,92717029,LH-TRACT-16586,LH-TRACT-16586,exact_directory_match,Covenant Hills,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,STOCKMEN RD,Covenant Hills
66 SANSOVINO    ,92720166,LH-TRACT-16203,LH-TRACT-16203,exact_directory_match,Sansovino,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SANSOVINO,Bridgepark
19 CLIFTON DR    ,92774413,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Briar Rose 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,CLIFTON DR,Terramor
15 MOLLY LOOP    ,92904177,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
21 MOLLY LOOP    ,92903995,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
49 MOLLY LOOP    ,92904147,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
55 MOLLY LOOP    ,92903965,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
2 MOLLY LOOP    ,92904035,LH-TRACT-16025,LH-TRACT-16025,exact_directory_match,Christopher Homes,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MOLLY LOOP,Avendale
27 ABYSSINIAN WAY    ,92913800,LH-TRACT-16244;LH-TRACT-16235,LH-TRACT-16244,exact_directory_match,Lexington 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ABYSSINIAN WAY,Echo Ridge
43 THREE VINES CT    ,42055031,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
71 THREE VINES CT    ,42055160,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
29 MAITLAND RD    ,42056988,LH-TRACT-16250;LH-TRACT-16203,LH-TRACT-16250,exact_directory_match,Chesapeake 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,MAITLAND RD,Wycliffe
87 SANSOVINO    ,42057707,LH-TRACT-16203,LH-TRACT-16203,exact_directory_match,Sansovino,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SANSOVINO,Bridgepark
27 SKYWOOD ST    ,42058538,LH-TRACT-15631;LH-TRACT-15615,LH-TRACT-15631,exact_directory_match,Sarasota 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SKYWOOD ST,Oak Knoll
99 SANSOVINO    ,42058582,LH-TRACT-16203,LH-TRACT-16203,exact_directory_match,Sansovino,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SANSOVINO,Bridgepark
82 THREE VINES CT    ,42059992,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
8 HEAVENLY ISLE    ,52005279,LH-TRACT-16414;LH-TRACT-15987,LH-TRACT-16414,exact_directory_match,Skye Isle 1 & 3,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,HEAVENLY ISLE,Covenant Hills
74 BEDSTRAW LOOP    ,52005306,LH-TRACT-16350;LH-TRACT-16341,LH-TRACT-16350,exact_directory_match,Claiborne 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,BEDSTRAW LOOP,Terramor
8 EMMY LN    ,52005596,LH-TRACT-16473,LH-TRACT-16473,exact_directory_match,Montanez,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,EMMY LN,Covenant Hills
4 EMMY LN    ,52005598,LH-TRACT-16473,LH-TRACT-16473,exact_directory_match,Montanez,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,EMMY LN,Covenant Hills
2 EMMY LN    ,52005599,LH-TRACT-16473,LH-TRACT-16473,exact_directory_match,Montanez,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,EMMY LN,Covenant Hills
1 ERIC ST    ,52005628,LH-TRACT-16473,LH-TRACT-16473,exact_directory_match,Montanez,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,ERIC ST,Covenant Hills
52 THREE VINES CT    ,52032919,LH-TRACT-15885;LH-TRACT-15884,LH-TRACT-15885,exact_directory_match,Three Vines,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,THREE VINES CT,Township
35 AMESBURY CT    ,52032963,LH-TRACT-15615,LH-TRACT-15615,exact_directory_match,Sycamore Grove,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,AMESBURY CT,Oak Knoll
36 HALF MOON TRL    ,52033266,LH-TRACT-15630;LH-TRACT-15615,LH-TRACT-15630,exact_directory_match,The Trails,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,HALF MOON TRL,Oak Knoll
60 SANSOVINO    ,52034844,LH-TRACT-16203,LH-TRACT-16203,exact_directory_match,Sansovino,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,SANSOVINO,Bridgepark
63 VALMONT WAY    ,52035731,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
28 VALMONT WAY    ,52035732,LH-TRACT-16341,LH-TRACT-16341,exact_directory_match,Valmont,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,VALMONT WAY,Terramor
22 WINSLOW ST    ,52062597,LH-TRACT-15625;LH-TRACT-15615,LH-TRACT-15625,exact_directory_match,Wyeth 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WINSLOW ST,Oak Knoll
26 WINSLOW ST    ,52062599,LH-TRACT-15625;LH-TRACT-15615,LH-TRACT-15625,exact_directory_match,Wyeth 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WINSLOW ST,Oak Knoll
28 WINSLOW ST    ,52062600,LH-TRACT-15625;LH-TRACT-15615,LH-TRACT-15625,exact_directory_match,Wyeth 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WINSLOW ST,Oak Knoll
17 WINSLOW ST    ,52062628,LH-TRACT-15625;LH-TRACT-15615,LH-TRACT-15625,exact_directory_match,Wyeth 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WINSLOW ST,Oak Knoll
31 WINSLOW ST    ,52062634,LH-TRACT-15625;LH-TRACT-15615,LH-TRACT-15625,exact_directory_match,Wyeth 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WINSLOW ST,Oak Knoll
5 WAVERLY PL    ,52062657,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WAVERLY PL,Oak Knoll
6 WAVERLY PL    ,52062660,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WAVERLY PL,Oak Knoll
2 WAVERLY PL    ,52062662,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,WAVERLY PL,Oak Knoll
15 PLEASANTON LN    ,52062663,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PLEASANTON LN,Oak Knoll
24 PLEASANTON LN    ,52062671,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PLEASANTON LN,Oak Knoll
18 PLEASANTON LN    ,52062674,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PLEASANTON LN,Oak Knoll
6 PLEASANTON LN    ,52062680,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PLEASANTON LN,Oak Knoll
9 PLEASANTON LN    ,52062683,LH-TRACT-15623;LH-TRACT-15615,LH-TRACT-15623,exact_directory_match,Fairfield 1,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,PLEASANTON LN,Oak Knoll
45 DAWNWOOD    ,52062887,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
39 DAWNWOOD    ,52062890,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
33 DAWNWOOD    ,52062893,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
23 DAWNWOOD    ,52062898,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
17 DAWNWOOD    ,52062901,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
9 DAWNWOOD    ,52062904,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
5 DAWNWOOD    ,52062906,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
3 DAWNWOOD    ,52062907,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
16 DAWNWOOD    ,52062918,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
4 DAWNWOOD    ,52062927,LH-TRACT-15627;LH-TRACT-15615,LH-TRACT-15627,exact_directory_match,Maplewood 2,LH-SRC-LARMAC-STREETS-2019;LH-SRC-OC-ADDRESS-POINTS;LH-SRC-OC-TRACTS,DAWNWOOD,Oak Knoll
